student_index,school_index,course_id,section_id,topic_id,module_type,submodule_type,tag_code,question_id,difficulty,right_answer,user_answer,is_right,is_view_answer,is_view_analyze,cost_time,stime,ctime
7,1,1263,40408,22647,2053,0,hx_cz_zt_wz_02,f2c29769-de89-11e8-8ce1-7cd30ae45aec,4,"""D""",D,1,0,0,19,2018-12-20 20:44:50,2018-12-20 20:45:09
7,1,1263,40408,22647,2053,0,hx_cz_zt_wz_02,f3c20b20-de89-11e8-8ce1-7cd30ae45aec,6,"""A""",A,1,0,0,42,2018-12-20 20:45:10,2018-12-20 20:45:52
7,1,1263,40408,22647,2053,0,hx_cz_zt_wz_02,f41b8de4-de89-11e8-8ce1-7cd30ae45aec,7,"""D""",A,0,0,0,20,2018-12-20 20:45:53,2018-12-20 20:46:13
3,1,1263,40408,22647,2053,0,hx_cz_zt_gn_01,4aa366ed-dc12-11e8-8ce1-7cd30ae45aec,8,"[[""deg""],[""bf""],[""c""],[""ah""]]",cdeg;abfh;cd;fh,0,0,0,360,2018-12-20 20:40:14,2018-12-20 20:46:14
3,1,1263,40408,22647,2053,0,hx_cz_zt_gn_01,48cd2f74-dc12-11e8-8ce1-7cd30ae45aec,3,"""A""",D,0,0,0,7,2018-12-20 20:46:28,2018-12-20 20:46:34
3,1,1263,40408,22647,2053,0,hx_cz_zt_gn_01,48430791-dc12-11e8-8ce1-7cd30ae45aec,1,"""D""",D,1,0,0,20,2018-12-20 20:46:40,2018-12-20 20:47:00
3,1,1263,40408,22647,2053,0,hx_cz_zt_gn_01,48b2eb57-dc12-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,29,2018-12-20 20:47:02,2018-12-20 20:47:30
3,1,1263,40408,22647,2053,0,hx_cz_zt_gn_01,491364b8-dc12-11e8-8ce1-7cd30ae45aec,4,"""A""",A,1,0,0,12,2018-12-20 20:47:31,2018-12-20 20:47:43
3,1,1263,40408,22647,2055,0,hx_cz_ll_xdyzzl_04,4a3f36f4-a770-11e8-8ce1-7cd30ae45aec,3,"""C""",C,1,0,0,7,2018-12-20 20:48:19,2018-12-20 20:48:26
3,1,1263,40408,22647,2055,0,hx_cz_ll_xdyzzl_04,4a495aa3-a770-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,5,2018-12-20 20:48:27,2018-12-20 20:48:32
3,1,1263,40408,22647,2055,0,hx_cz_ll_xdyzzl_04,4db94ef5-b24f-11e8-8ce1-7cd30ae45aec,5,"""C""",D,0,0,1,585,2018-12-20 20:48:33,2018-12-20 20:58:17
3,1,1263,40408,22647,2055,0,hx_cz_ll_xdyzzl_04,c1d9e4ac-a781-11e8-8ce1-7cd30ae45aec,1,"[[""\u6b63\u786e""]]",,1,0,0,84,2018-12-20 20:58:25,2018-12-20 20:59:49
3,1,1263,40408,22647,2055,0,hx_cz_ll_xdyzzl_04,4d2843e4-b24f-11e8-8ce1-7cd30ae45aec,1,"[[""27.3""]]",27.2,0,0,1,190,2018-12-20 20:59:50,2018-12-20 21:03:00
6,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6dac4e33-a771-11e8-8ce1-7cd30ae45aec,5,"""C""",C,1,0,0,44,2018-12-23 08:07:39,2018-12-23 08:08:23
2,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6d907a28-a771-11e8-8ce1-7cd30ae45aec,5,"""C""",C,1,0,0,9,2018-12-23 08:08:16,2018-12-23 08:08:25
2,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6df6d9da-a771-11e8-8ce1-7cd30ae45aec,7,"""D""",D,1,0,0,19,2018-12-23 08:08:25,2018-12-23 08:08:44
2,1,1263,40409,22648,2051,0,hx_cz_sy_qt_05,e8f2059e-d69e-11e8-8ce1-7cd30ae45aec,5,"""B""",D,0,0,0,27,2018-12-23 08:08:45,2018-12-23 08:09:11
2,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,6fd8da82-a77c-11e8-8ce1-7cd30ae45aec,5,"""D""",D,1,0,0,11,2018-12-23 08:09:12,2018-12-23 08:09:22
6,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6e3df77e-a771-11e8-8ce1-7cd30ae45aec,7,"""C""",C,1,0,0,87,2018-12-23 08:08:23,2018-12-23 08:09:50
2,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,70d45e80-a77c-11e8-8ce1-7cd30ae45aec,7,"""B""",B,1,0,0,48,2018-12-23 08:09:22,2018-12-23 08:10:10
6,1,1263,40409,22648,2051,0,hx_cz_sy_qt_05,e93a783d-d69e-11e8-8ce1-7cd30ae45aec,5,"""D""",B,0,0,0,33,2018-12-23 08:09:51,2018-12-23 08:10:23
6,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,6fa30b2c-a77c-11e8-8ce1-7cd30ae45aec,5,"""D""",D,1,0,0,27,2018-12-23 08:10:24,2018-12-23 08:10:51
5,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6dc8885d-a771-11e8-8ce1-7cd30ae45aec,5,"""A""",C,0,0,0,163,2018-12-23 08:09:22,2018-12-23 08:12:05
6,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,70a6e515-a77c-11e8-8ce1-7cd30ae45aec,7,"""C""",D,0,0,0,79,2018-12-23 08:10:52,2018-12-23 08:12:11
5,1,1263,40409,22648,2051,0,hx_cz_sy_qt_05,e8ce0f72-d69e-11e8-8ce1-7cd30ae45aec,5,"""A""",B,0,0,0,78,2018-12-23 08:12:05,2018-12-23 08:13:23
5,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,7022fa50-a77c-11e8-8ce1-7cd30ae45aec,5,"[[""\u786b""],[""\u94c1""],[""\u6728\u70ad""],[""\u8721\u70db""]]",;;;,1,0,0,79,2018-12-23 08:13:23,2018-12-23 08:14:42
5,1,1263,40409,22648,2051,0,hx_cz_wz_yq_04,70c51b6a-a77c-11e8-8ce1-7cd30ae45aec,7,"""C""",B,0,0,0,47,2018-12-23 08:14:42,2018-12-23 08:15:29
6,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fc02722-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,24,2018-12-23 08:16:34,2018-12-23 08:16:58
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fc02722-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,6,2018-12-23 08:17:01,2018-12-23 08:17:07
6,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fcb793c-d696-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,11,2018-12-23 08:16:59,2018-12-23 08:17:10
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fcb793c-d696-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,10,2018-12-23 08:17:08,2018-12-23 08:17:18
6,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fd4a9c5-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,8,2018-12-23 08:17:11,2018-12-23 08:17:19
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,9fd4a9c5-d696-11e8-8ce1-7cd30ae45aec,3,"""B""",A,0,0,0,9,2018-12-23 08:17:19,2018-12-23 08:17:28
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8b6fea4-d69e-11e8-8ce1-7cd30ae45aec,4,"""C""",C,1,0,0,25,2018-12-23 08:17:35,2018-12-23 08:18:00
6,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8b6fea4-d69e-11e8-8ce1-7cd30ae45aec,4,"""C""",C,1,0,1,58,2018-12-23 08:17:21,2018-12-23 08:18:18
6,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e980a7fd-d69e-11e8-8ce1-7cd30ae45aec,8,"""D""",A,0,0,0,83,2018-12-23 08:18:21,2018-12-23 08:19:44
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e980a7fd-d69e-11e8-8ce1-7cd30ae45aec,8,"""D""",B,0,0,0,124,2018-12-23 08:18:01,2018-12-23 08:20:05
4,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6d45c669-a771-11e8-8ce1-7cd30ae45aec,5,"""C""",C,1,0,0,24,2018-12-23 08:20:24,2018-12-23 08:20:48
5,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9ac183c-9a1b-11e8-8ce1-7cd30ae45aec,3,"""A""",A,1,0,0,6,2018-12-23 08:23:15,2018-12-23 08:23:21
5,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b2ba01-9a1b-11e8-8ce1-7cd30ae45aec,3,"""D""",C,0,0,0,12,2018-12-23 08:23:22,2018-12-23 08:23:33
5,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,b9b741ab-9a1b-11e8-8ce1-7cd30ae45aec,3,"""B""",B,1,0,0,6,2018-12-23 08:23:44,2018-12-23 08:23:50
5,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fb03a8e-a77c-11e8-8ce1-7cd30ae45aec,6,"""C""",C,1,0,0,15,2018-12-23 08:23:51,2018-12-23 08:24:06
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e9131ed7-d69e-11e8-8ce1-7cd30ae45aec,4,"""C""",C,1,0,0,17,2018-12-23 08:24:33,2018-12-23 08:24:50
5,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,705e4cdc-a77c-11e8-8ce1-7cd30ae45aec,9,"""B""",A,0,0,1,47,2018-12-23 08:24:07,2018-12-23 08:24:54
5,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,700c6d08-a77c-11e8-8ce1-7cd30ae45aec,6,"[[""\u4e0d\u80fd""]]",,1,0,1,13,2018-12-23 08:25:04,2018-12-23 08:25:17
6,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,3f3c7518-b1a4-11e8-8ce1-7cd30ae45aec,1,"""A""",B,0,0,0,330,2018-12-23 08:19:52,2018-12-23 08:25:22
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e8e5bbcc-d69e-11e8-8ce1-7cd30ae45aec,6,"""C""",C,1,0,0,37,2018-12-23 08:24:52,2018-12-23 08:25:28
6,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,719b75f7-d6ba-11e8-8ce1-7cd30ae45aec,2,"""B""",A,0,0,0,9,2018-12-23 08:25:23,2018-12-23 08:25:32
5,1,1263,40409,22648,2052,0,hx_cz_wz_yq_04,6fcb6f7a-a77c-11e8-8ce1-7cd30ae45aec,5,"""A""",C,0,0,0,14,2018-12-23 08:25:19,2018-12-23 08:25:33
2,1,1263,40409,22648,2052,0,hx_cz_sy_qt_05,e925b216-d69e-11e8-8ce1-7cd30ae45aec,6,"""D""",C,0,0,0,13,2018-12-23 08:25:29,2018-12-23 08:25:42
4,1,1263,40409,22648,2051,0,hx_cz_sy_yqhl_01,6df6d9da-a771-11e8-8ce1-7cd30ae45aec,7,"""D""",B,0,0,0,14,2018-12-23 08:20:48,2018-12-23 08:25:50
